study_accession	ena_study_title	ena_study_description	host_final	host_final_from	body_site_final	body_site_final_from	body_site_final_detail
PRJNA1306187	Isolation by distance promotes gut microbial strain divergence in wild mouse populations	Bacterial species within the mammalian gut microbiota exhibit considerable strain diversity associated with both geography and host genetic ancestry. However, because geography and ancestry are typically confounded, disentangling their contributions to the divergence of gut bacterial strains has remained challenging. Here, we show that isolation by distance (IBD) promotes gut bacterial strain divergence within host species independently of host ancestry. Joint profiling of gut bacterial and mitochondrial genomes from wild-living populations of deer mice (Peromyscus maniculatus) sampled across the United States revealed significant IBD in 27 predominant gut bacterial species, including Muribaculaceae and Lachnospiraceae spp., but limited evidence for co-inheritance of gut bacterial genomes with mitochondria during the diversification of mouse populations. Spore-forming gut bacterial species exhibited reduced IBD, suggesting that adaptations facilitating bacterial dispersal can lessen geographic structuring of strain diversity. In contrast to conspecific hosts sampled at the same field site, hosts of different rodent genera sampled in sympatry with deer mice harbored divergent strains within shared gut bacterial species. These results indicate that geographic distance mediates the early stages of gut bacterial strain divergence between conspecific hosts, whereas effects of host ancestry on strain-level microbiota composition emerge over longer evolutionary timescales, such as those separating host genera.	Peromyscus maniculatus	ena_study_text	GUT	ena_study_text	gut: gut
PRJNA1206451	Honey bee worker short-read gut microbiome	Study combined short read metagenomic sequencing and HiC proximity ligation sequencing to explore mobilome dynamics within the honey bee worker gut	Apis mellifera	ena_host_field	GUT	sample_fields	gut: gut
PRJNA1264687	Characterization of DNA viruses in hindgut contents of Protaetia brevitarsis larvae	Characterization of DNA viruses in 10 hindgut contents of Protaetia brevitarsis larvae by shotgun metagenomic sequencing	Protaetia brevitarsis	ena_host_field	GUT	sample_fields	gut: hindgut
PRJEB47909	FMT datasets of patients with recurrent Clostridioides difficile infection (rCDI), inflammatory bowel disease (IBD), and colonization from multi-drug resistant bacteria (MDRB)	FMT datasets of patients with recurrent Clostridioides difficile infection (rCDI), inflammatory bowel disease (IBD), and colonization from multi-drug resistant bacteria (MDRB). n=115 samples corresponding to 23 FMT triads.	Homo sapiens	biome_label	GUT	sample_fields	gut: gut
PRJNA1092791	faeces Raw sequence reads	normal metagenome of faeces	Canis lupus familiaris; Macaca fascicularis; Mus musculus; Sus scrofa	ena_host_field	GUT	sample_fields	gut: feces, gut
PRJNA956273	The metagenomic and metabolomic analysis supports unfavorable risk-benefit balance of the ketogenic diet	Our results indicate that obese mice fed with ketogenic diet experienced significant improvements in weight and body fat. However, we observed a significant reduction in intestinal microbial diversity, with an increase in the proportion of Firmicutes and an elevated Firmicutes/Bacteroidetes ratio of 247%. In addition, ketogenic diet leads to changes in glucose, lipid, energy, carbohydrate, amino acid, ketone body, Butanoate, methane, bacterial secretion and colonization and other metabolic pathways in obese mice, leading to metabolic disorders of intestinal flora and increased intestinal inflammation, and these alterations led to metabolic dysregulation of intestinal flora and increased intestinal inflammation. We also found that the up-regulation of bile secretion and biosynthesis pathways of aminoglycoside antibiotics neomycin, kanamycin, and gentamicin were directly related to the reduction of intestinal flora. Based on our findings, we conclude that the risks of a ketogenic diet outweigh its benefits in obese mice.	Mus musculus	ena_host_field	GUT	sample_fields	gut: gut, intestinal
PRJNA884830	Metagenome of the faeces of Yunnan snub-nosed monkey	microbial diversity on faeces of Yunnan snub-nosed monkey	Rhinopithecus bieti	ena_study_text	GUT	sample_fields	gut: faeces, feces
PRJNA1054761	MIMS Environmental/Metagenome sample	Gut microbiota is closely related to gastrointestinal diseases. Our previous studies found that Polygala tenuifolia (PT) has obvious gastrointestinal toxicity, while Magnolia officinalis (MO) combined with PT (PT-MO couple) can alleviate this side effect, but its mechanism is not clear.	Danio rerio	ena_host_field	GUT	ena_study_text	gut: gastrointestinal, gut
PRJNA843354	Metagenome sequencing for diarrheic Holstein and Simmental calves	Calf diarrhea is one of the biggest health challenges for both the beef and dairy industries. The present study performed metagenomic analysis to assess the variation in the gut microbiota community between the diarrheal Holstein and Simmental calves. Here, a total of 4 diarrheic Holstein calves and 8 diarrheic Simmental calves were used in the present study.	Bos taurus	ena_host_field	GUT	sample_fields	gut: gut
PRJNA805352	Gut microsymbiont of Cnaphalocrocis medinalis	Cnaphalocrocis medinalis gut Raw sequence reads	Cnaphalocrocis medinalis	ena_host_field	GUT	sample_fields	gut: gut
PRJNA924947	gut metagenome Raw sequence reads	normal metagenome of bovine	bovine	ena_host_field	GUT	sample_fields	gut: gut
PRJNA1043846	Clanis bilineata tsingtauica Raw sequence reads	Metagenomic sequencing of Clanis bilineata tsingtauica	Clanis bilineata	ena_host_field	UNCERTAIN	none	
PRJNA947933	Time series of chicken stool metagenomics and egg metabolomics in changing production systems	Metagenomic sequencing data describing the microbial composition of chicken feces. Chicken were split into three cohorts undergoing various interventions.	Gallus gallus domesticus	ena_host_field	GUT	sample_fields	gut: gut
PRJNA1067830	Prevotella copri and microbiota members mediate the beneficial effects of a therapeutic food for malnutrition	Microbiota-directed complementary food (MDCF) formulations have been designed to repair the gut communities of malnourished children. A randomized controlled trial demonstrated that one formulation, MDCF-2, improved weight gain in malnourished Bangladeshi children compared to a more calorically-dense standard nutritional intervention. Metagenome-assembled genomes (MAGs) from study participants revealed correlations between ponderal growth and expression of MDCF-2 glycan utilization pathways by Prevotella copri strains. To test this correlation, here we use gnotobiotic mice colonized with defined consortia of age- and ponderal growth-associated gut bacterial strains, with or without P. copri isolates resembling the MAGs. Combining gut metagenomics and metatranscriptomics with host single nucleus RNAseq and gut metabolomics analyses, we identify a key role of P. copri in metabolizing MDCF-2 glycans and uncover its interactions with other microbes including Bifidobacterium infantis. P. copri-containing consortia mediated weight gain and modulated energy metabolism within intestinal epithelial cells. Our results reveal structure-function relationships between MDCF-2 and members of the gut microbiota of malnourished children with potential implications for future therapies.	Homo sapiens; Mus musculus	ena_host_field	GUT	sample_fields	gut: cecal, fecal, gut, ileal, jejunum
PRJNA876316	Rattus norvegicus Raw sequence reads	Gut microbiota affects BPH progression	Rattus norvegicus	ena_study_text	GUT	sample_fields	gut: gut
PRJNA685398	Honey bee gut microbiome	Gut metagenome analysis of 20 honey bee families sampled in March and May repeatedly.	Apis mellifera	ena_host_field	GUT	sample_fields	gut: gut
PRJNA1049576	Rattus norvegicus Metagenome	To characterize sleep deprivation induced changes in the gut microbiota and explore its involvement in anxiety-like behavior. Normal metagenome of Rattus norvegicus.	Rattus norvegicus	ena_host_field	GUT	ena_study_text	gut: gut
PRJNA1031251	gut metagenome	Chicken cecal contents from Huanggang, Yichang, Yellowstone, Jingzhou	Gallus gallus	ena_study_text	GUT	sample_fields	gut: gut
PRJNA491335	3G low-gluten cross-over trial - faeces metagenome data	Adherence to a low-gluten diet has become increasingly common in parts of the general population. However, the effects of reducing gluten-rich food items including wheat, barley and rye cereals in healthy adults are unclear. Here, we undertook a randomised, controlled, cross-over trial involving 60 middle-aged Danish adults without known disorders with two 8-week interventions comparing a low-gluten diet (2 g gluten per day) and a high-gluten diet (18 g gluten per day), separated by a washout period of at least six weeks with habitual diet (12 g gluten per day). We find that, in comparison with a high-gluten diet, a low-gluten diet induces moderate changes in the intestinal microbiome, reduces fasting and postprandial hydrogen exhalation, and leads to improvements in self-reported bloating. These observations suggest that most of the effects of a low-gluten diet in non-coeliac adults may be driven by qualitative changes in dietary fibres.	Homo sapiens	ena_host_field	GUT	sample_fields	gut: feces
